dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,route_strategy,pattern,device_model,cloud_model
131,device,351.40,362.00,10.00,352.00,0,"TRUE","",1765213585834,1765213585844,1765213586196,"Question: does latent heat of vaporization change with temperature
                                        Context: The heat of vaporization is temperature-dependent, though a constant heat of vaporization can be assumed for small temperature ranges and for reduced temperature T r (\displaystyle T_(r)) ≪ 1 (\displaystyle \ll 1) . The heat of vaporization diminishes with increasing temperature and it vanishes completely at a certain point called the critical temperature ( T r = 1 (\displaystyle T_(r)=1) ). Above the critical temperature, the liquid and vapor phases are indistinguishable, and the substance is called a supercritical fluid.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",108,842,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
132,cloud,677.30,689.00,12.00,677.00,0,"TRUE","",1765213586838,1765213586850,1765213587527,"Question: can a nas be used as a server
                                        Context: Network-attached storage (NAS) is a file-level computer data storage server connected to a computer network providing data access to a heterogeneous group of clients. NAS is specialized for serving files either by its hardware, software, or configuration. It is often manufactured as a computer appliance -- a purpose-built specialized computer. NAS systems are networked appliances which contain one or more storage drives, often arranged into logical, redundant storage containers or RAID. Network-attached storage removes the responsibility of file serving from other servers on the network. They typically provide access to files using network file sharing protocols such as NFS, SMB/CIFS, or AFP. From the mid-1990s, NAS devices began gaining popularity as a convenient method of sharing files among multiple computers. Potential benefits of dedicated network-attached storage, compared to general-purpose servers also serving files, include faster data access, easier administration, and simple configuration.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",170,1302,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
133,cloud,699.30,711.00,11.00,700.00,0,"FALSE","",1765213587844,1765213587855,1765213588555,"Question: did my name is earl finish his list
                                        Context: I had always had an ending to Earl and I'm sorry I didn't get the chance to see it happen. You've got a show about a guy with a list so not seeing him finish it is a bummer. But the truth is, he wasn't ever going to finish the list. The basic idea of the ending was that while he was stuck on a really hard list item he was going to start to get frustrated that he was never going to finish it. Then he runs into someone who had a list of their own and Earl was on it. They needed to make up for something bad they had done to Earl. He asks them where they got the idea of making a list and they tell him that someone came to them with a list and that person got the idea from someone else. Earl eventually realizes that his list started a chain reaction of people with lists and that he's finally put more good into the world than bad. So at that point he was going to tear up his list and go live his life. Walk into the sunset a free man. With good karma. --Greg Garcia
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",231,1265,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
134,device,359.20,364.00,5.00,359.00,0,"FALSE","",1765213588851,1765213588856,1765213589215,"Question: do powerball matches have to be in order
                                        Context: The minimum Powerball bet is $2. In each game, players select five numbers from a set of 69 white balls and one number from 26 red Powerballs; the red ball number can be the same as one of the white balls. The drawing order of the five white balls is irrelevant; all tickets show the white ball numbers in ascending order. Players cannot use the drawn Powerball to match two of their white numbers, or vice versa. Players can select their own numbers, or have the terminal pseudorandomly select the numbers (called ``quick pick'', ``easy pick'', etc.).
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",125,850,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
135,device,550.10,561.00,11.00,550.00,0,"FALSE","",1765213589860,1765213589871,1765213590421,"Question: is fate and the furious the last movie
                                        Context: The Fate of the Furious premiered in Berlin on April 4, 2017, and was theatrically released in the United States on April 14, 2017, playing in 3D, IMAX 3D and 4DX internationally. The film received mixed reviews from critics, many of whom praised the action sequences and acting performances but criticized the storyline. The film grossed over $1.2 billion worldwide, making it the thirtieth film (and the second in the franchise, after Furious 7) to gross over $1 billion, the third-highest-grossing film of 2017 and the fifteenth-highest-grossing film of all time. The film grossed $542 million worldwide during its opening weekend, which is the second highest-grossing worldwide opening of all time behind Avengers: Infinity War (2018). A spinoff film starring Johnson and Statham's characters is scheduled for release in August 2019, while the ninth and tenth films are scheduled for releases on the years 2020 and 2021.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",175,1220,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
136,device,282.60,294.00,11.00,283.00,0,"TRUE","",1765213590864,1765213590875,1765213591158,"Question: does battlefield 1 have a single player campaign
                                        Context: Battlefield 1 received positive reviews by critics and was seen as an improvement over previous installments, Battlefield 4 and Battlefield Hardline. Most of the praise was directed towards its World War I theme, single player campaign, multiplayer modes, visuals, and sound design.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",70,588,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
137,device,499.40,511.00,12.00,499.00,0,"TRUE","",1765213591865,1765213591877,1765213592376,"Question: was the sears tower the tallest building in the world
                                        Context: The Willis Tower, built as and still commonly referred to as the Sears Tower, is a 110-story, 1,450-foot (442.1 m) skyscraper in Chicago, Illinois. At completion in 1973, it surpassed the World Trade Center towers in New York to become the tallest building in the world, a title it held for nearly 25 years; it remained the tallest building in the Western Hemisphere until the completion of a new building at the World Trade Center site in 2014. The building is considered a seminal achievement for its designer Fazlur Rahman Khan. The Willis Tower is the second-tallest building in the United States and the Western hemisphere -- and the 16th-tallest in the world. More than one million people visit its observation deck each year, making it one of Chicago's most-popular tourist destinations. The structure was renamed in 2009 by the Willis Group as part of its lease on a portion of the tower's space.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",184,1215,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
138,cloud,500.70,511.00,11.00,500.00,0,"FALSE","",1765213592866,1765213592877,1765213593377,"Question: is the drinking age different in every state
                                        Context: From 1976 to 1983, several states voluntarily raised their purchase ages to 19 (or, less commonly, 20 or 21), in part to combat drunk driving fatalities. In 1984, Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds. By mid-1988, all 50 states and the District of Columbia had raised their purchase ages to 21 (but not Puerto Rico, Guam, or the Virgin Islands, see Additional Notes below). South Dakota and Wyoming were the final two states to comply with the age 21 mandate. The current drinking age of 21 remains a point of contention among many Americans, because of it being higher than the age of majority (18 in most states) and higher than the drinking ages of most other countries. The National Minimum Drinking Age Act is also seen as a congressional sidestep of the tenth amendment. Although debates have not been highly publicized, a few states have proposed legislation to lower their drinking age, while Guam has raised its drinking age to 21 in July 2010.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",220,1415,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
139,device,368.90,379.00,10.00,369.00,0,"TRUE","",1765213593872,1765213593882,1765213594251,"Question: is it possible to have no sense of smell
                                        Context: Anosmia is the inability to perceive odor or a lack of functioning olfaction--the loss of the sense of smell. Anosmia may be temporary, but some forms such as from an accident, can be permanent. Anosmia is due to a number of factors, including an inflammation of the nasal mucosa, blockage of nasal passages or a destruction of one temporal lobe. Inflammation is due to chronic mucosa changes in the paranasal sinus lining and the middle and superior turbinates.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",107,760,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
140,cloud,426.90,436.00,9.00,427.00,0,"FALSE","",1765213594873,1765213594882,1765213595309,"Question: is the port mann bridge a toll bridge
                                        Context: In order to recover construction and operating costs, the bridge was electronically tolled when originally built. The toll rates increased to $1.60 for motorcycle, $3.15 for cars, $6.30 for small trucks and $9.45 for large trucks on August 15, 2015. Through increased prices and greater traffic, Transportation Investment Corporation (TI Corp), the public Crown corporation responsible for toll operations on the Port Mann Bridge, forecast its revenue would grow by 85% between fiscal years 2014 and 2017. These fees were assessed using radio-frequency identification (RFID) decals or licence plate photos. A B.C. licensed driver who owes more than $25 in tolls outstanding 90 days is penalized $20 and is unable to purchase vehicle insurance or renew drivers permits without payment of the debt. Out-of-province drivers were also contacted for payment by a US-based contractor. A licence plate processing fee of $2.30 per trip was added to the toll rate for unregistered users who did not pay their toll within seven days of their passage. Monthly passes, which allowed unlimited crossing on the bridge, were available for purchase. Users may have set up an account for online payment of tolls. Users who opted for this method received a decal with an embedded RFID to place on their vehicle's windshield or headlight and avoid paying a processing fee. Tolls were expected to be removed by the year of 2050 or after collecting $3.3 billion. As announced by B.C. Premier John Horgan a few days earlier, all tolls on the Port Mann Bridge were removed on September 1, 2017. Debt service was transferred to the province of British Columbia at a cost of $135 million per year.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",302,1967,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
141,device,325.90,337.00,11.00,326.00,0,"FALSE","",1765213595876,1765213595887,1765213596213,"Question: can the fa cup final end in a tie
                                        Context: The first FA Cup Final to go to extra time and a replay was the 1875 final, between the Royal Engineers and the Old Etonians. The initial tie finished 1--1 but the Royal Engineers won the replay 2--0 in normal time. The last replayed final was the 1993 FA Cup Final, when Arsenal and Sheffield Wednesday fought a 1--1 draw. The replay saw Arsenal win the FA Cup, 2--1 after extra time.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",101,676,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
142,device,289.70,301.00,11.00,290.00,0,"FALSE","",1765213596879,1765213596890,1765213597180,"Question: is denatured alcohol and acetone the same thing
                                        Context: Denatured alcohol is used as a solvent and as fuel for alcohol burners and camping stoves. Because of the diversity of industrial uses for denatured alcohol, hundreds of additives and denaturing methods have been used. The main additive has traditionally been 10% methanol, giving rise to the term ``methylated spirits''. Other typical additives include isopropyl alcohol, acetone, methyl ethyl ketone, methyl isobutyl ketone, and denatonium.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",93,747,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
143,device,305.80,317.00,11.00,306.00,0,"TRUE","",1765213597881,1765213597892,1765213598198,"Question: is the dot product of two vectors a scalar
                                        Context: In mathematics, the dot product or scalar product is an algebraic operation that takes two equal-length sequences of numbers (usually coordinate vectors) and returns a single number. In Euclidean geometry, the dot product of the Cartesian coordinates of two vectors is widely used and often called inner product (or rarely projection product); see also inner product space.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",86,673,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
144,device,375.20,387.00,12.00,375.00,0,"TRUE","",1765213598883,1765213598895,1765213599270,"Question: is there such thing as a dominant eye
                                        Context: Ocular dominance, sometimes called eye preference or eyedness, is the tendency to prefer visual input from one eye to the other. It is somewhat analogous to the laterality of right- or left-handedness; however, the side of the dominant eye and the dominant hand do not always match. This is because both hemispheres control both eyes, but each one takes charge of a different half of the field of vision, and therefore a different half of both retinas (See Optic Tract for more details). There is thus no direct analogy between ``handedness'' and ``eyedness'' as lateral phenomena.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",124,876,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
145,device,331.40,343.00,12.00,331.00,0,"FALSE","",1765213599892,1765213599904,1765213600235,"Question: is the isle of man part of the european economic area
                                        Context: The Isle of Man holds neither membership nor associate membership of the European Union, and lies outside the European Economic Area (EEA). Nonetheless, Protocol 3 permits trade in Manx goods without non-EU tariffs. In conjunction with the Customs and Excise agreement with the UK, this facilitates free trade with the UK. While Manx goods can be freely moved within the EEA, people, capital and services cannot.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",97,723,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
146,device,286.30,298.00,12.00,286.00,0,"TRUE","",1765213600901,1765213600913,1765213601199,"Question: is ncis new orleans over for the season
                                        Context: The fourth season of NCIS: New Orleans premiered on September 26, 2017 on CBS. The series continues to air following Bull, Tuesday at 10:00 p.m. (ET) and contained 24 episodes. The season concluded on May 15, 2018.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",65,511,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
147,device,290.90,303.00,12.00,291.00,0,"TRUE","",1765213601906,1765213601918,1765213602209,"Question: is navel and belly button the same thing
                                        Context: The navel (clinically known as the umbilicus, colloquially known as the belly button, or tummy button) is a hollowed or sometimes raised area on the abdomen at the attachment site of the umbilical cord. All placental mammals have a navel.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",68,536,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
148,device,418.90,431.00,12.00,419.00,0,"TRUE","",1765213602907,1765213602919,1765213603338,"Question: does smeagol die in lord of the rings
                                        Context: The Ring, which Gollum referred to as ``my precious'' or ``precious'', extended his life far beyond natural limits. Centuries of the Ring's influence twisted Gollum's body and mind, and, by the time of the novels, he ``loved and hated (the Ring), just as he loved and hated himself.'' Throughout the story, Gollum was torn between his lust for the Ring and his desire to be free of it. Bilbo Baggins found the Ring and took it for his own, and Gollum afterwards pursued it for the rest of his life. Gollum finally seized the Ring from Frodo Baggins at the Cracks of Doom in Orodruin in Mordor; but he fell into the fires of the volcano, where both he and the Ring were destroyed.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",152,974,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
149,device,243.70,255.00,11.00,244.00,0,"FALSE","",1765213603916,1765213603927,1765213604171,"Question: will there be a season 3 of here come the habibs
                                        Context: Nine program director Hamish Turner confirmed in an interview that the show won't be returning for a third season.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",50,420,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
150,cloud,613.30,625.00,12.00,613.00,0,"TRUE","",1765213604923,1765213604935,1765213605548,"Question: does majora's mask have a time limit
                                        Context: Majora's Mask imposes a time limit of three days (72 hours) game-time, which is about 54 minutes in real time. An on-screen clock tracks the day and time. Link can return to 6:00 am on the first day by playing the ``Song of Time'' on the Ocarina of Time. If he does not before the 72 hours expire, then the moon will destroy Clock Town, including all the surrounding regions of Termina and Link will lose everything he accomplished during these three days. A real-time countdown will begin when only 6 hours remain. However, returning to the first day saves the player's progress and major accomplishments permanently, such as the acquisition of maps, masks, musical tracks, and weapons. Cleared puzzles, keys, and minor items will be lost, as well as any rupees not in the bank, and almost all characters will have no recollection of meeting Link. Link can slow down time or warp to the next morning or evening by playing two variations of the Song of Time. Owl statues scattered across certain major areas of the world allow the player to temporarily save their progress once they have been activated, and also provide warp points to quickly move around the world.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",230,1460,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
151,device,280.00,291.00,11.00,280.00,0,"FALSE","",1765213605927,1765213605938,1765213606218,"Question: do numbers look the same in all languages
                                        Context: The following tables list the cardinal number names and symbols for the numbers 0 through 10 in various languages and scripts of the world. Where possible, each language's native writing system is used, along with transliterations in Latin script and other important writing systems where applicable. In some languages, numbers will be illustrated through to 20.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",84,661,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
152,device,379.60,391.00,12.00,379.00,0,"TRUE","",1765213606929,1765213606941,1765213607320,"Question: are the marvel tv shows in the mcu
                                        Context: The Marvel Cinematic Universe (MCU) television series are American superhero television shows based on characters that appear in publications by Marvel Comics. The shows have been in production since 2013, and in that time Marvel Television and ABC Studios, along with its production division ABC Signature Studios, have premiered 11 series across broadcast, streaming, and cable television on ABC, Netflix and Hulu, and Freeform, respectively. They have at least three more series in various stages of development, with Marvel Studios--the production studio behind the MCU films--having at least two series in development for the Disney streaming service.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",125,948,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
153,device,410.80,421.00,10.00,411.00,0,"TRUE","",1765213607930,1765213607940,1765213608351,"Question: is there a movie the handmaid's tale
                                        Context: The Handmaid's Tale is a 1990 film adaptation of Margaret Atwood's novel of the same name. Directed by Volker Schlöndorff, the film stars Natasha Richardson (Kate/Offred), Faye Dunaway (Serena Joy), Robert Duvall (The Commander, Fred), Aidan Quinn (Nick), and Elizabeth McGovern (Moira). The screenplay was written by Harold Pinter. The original music score was composed by Ryuichi Sakamoto. MGM Home Entertainment released an Avant-Garde Cinema DVD of the film in 2001. The film was entered into the 40th Berlin International Film Festival.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",109,835,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
154,device,324.10,335.00,11.00,324.00,0,"FALSE","",1765213608938,1765213608949,1765213609273,"Question: is the shape of water movie based on a book
                                        Context: The Shape of Water is a 2017 American romantic dark fantasy drama film directed by Guillermo del Toro and written by del Toro and Vanessa Taylor. It stars Sally Hawkins, Michael Shannon, Richard Jenkins, Doug Jones, Michael Stuhlbarg, and Octavia Spencer. Set in Baltimore, Maryland in 1962, the story follows a mute custodian at a high-security government laboratory who falls in love with a captured humanoid amphibian creature. Filming took place in Ontario, Canada, between August and November 2016.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",109,804,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
155,device,348.10,360.00,12.00,348.00,0,"FALSE","",1765213609938,1765213609950,1765213610298,"Question: does 1 ball and 1 lucky star win euromillions
                                        Context: EuroMillions is a transnational lottery requiring 7 correct numbers to win the jackpot . It was launched on 7 February 2004 by France's Française des Jeux, Spain's Loterías y Apuestas del Estado and the United Kingdom's Camelot. The first draw was held on Friday 13 February 2004 in Paris. Initially, only the UK, France and Spain participated, with the Austrian, Belgian, Irish, Luxembourgish, Portuguese and Swiss lotteries joining for the 8 October 2004 drawing.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",103,768,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
156,device,498.80,510.00,12.00,498.00,0,"TRUE","",1765213610945,1765213610957,1765213611455,"Question: is hindi is our national language of india
                                        Context: The Constitution of India designates the official language of the Government of India as Hindi written in the Devanagari script, as well as English. There is no national language as declared by the Constitution of India. Hindi is used for official purposes such as parliamentary proceedings, judiciary, communications between the Central Government and a State Government. States within India have the liberty and powers to specify their own official language(s) through legislation and therefore there are 22 officially recognized languages in India of which Hindi is the most used. The number of native Hindi speakers is about 25% of the total Indian population; however, including dialects of Hindi termed as Hindi languages, the total is around 44% of Indians, mostly accounted from the states falling under the Hindi belt. Other Indian languages are each spoken by around 10% or less of the population.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",171,1207,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
157,device,312.90,323.00,10.00,313.00,0,"FALSE","",1765213611955,1765213611965,1765213612278,"Question: are all eyeglasses made by the same company
                                        Context: In January 2017, Luxottica announced a merger with Essilor to be completed by mid-2017, resulting in combined market capitalization of approximately €46 billion. The combined entity will command more than one quarter of global value sales of eyewear. In March 2018, the European Commission unconditionally approved the merger of Essilor and Luxottica.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",80,652,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
158,device,486.50,498.00,11.00,487.00,0,"TRUE","",1765213612959,1765213612970,1765213613457,"Question: is there going to be a season 3 for daredevil
                                        Context: At San Diego Comic-Con International 2016, Marvel and Netflix revealed the series had been renewed for a third season, with the expectation that Doug Petrie and Marco Ramirez would return as showrunners from the second season. In October 2017, it was announced that Erik Oleson would replace Petrie and Ramirez as showrunner for the season. The season had yet to be scheduled for release by the end of July 2018, and television critics wondered whether the quality of the season was to blame on this. Netflix VP Cindy Holland responded that the scheduling of the various Marvel Netflix series, especially the crossover miniseries The Defenders which required cast members from all of the series to come together, was to blame for the delay, and that the company had no issue with the quality of the season; on the contrary, Holland described the season as ``fantastic'' and felt it was a ``real return to form'' for the series.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",187,1230,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
159,device,395.10,406.00,11.00,395.00,0,"TRUE","",1765213613965,1765213613976,1765213614371,"Question: can a tree have more than one trunk
                                        Context: Trees have a wide variety of sizes and shapes and growth habits. Specimens may grow as individual trunks, multitrunk masses, coppices, clonal colonies, or even more exotic tree complexes. Most champion tree programs focus finding and measuring the largest single-trunk example of each species. There are three basic parameters commonly measured to characterize the size of a single trunk tree: height, girth, and crown spread. Additional details on the methodology of Tree height measurement, Tree girth measurement, Tree crown measurement, and Tree volume measurement are presented in the links herein. A detailed guideline to these basic measurements is provided in The Tree Measuring Guidelines of the Eastern Native Tree Society by Will Blozan.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",141,1041,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
160,cloud,1025.00,1036.00,11.00,1025.00,0,"TRUE","",1765213614968,1765213614979,1765213616004,"Question: does bailey die in a dog's purpose
                                        Context: Later, at a game watched by scouts, Ethan is offered a scholarship to Michigan State, but that night a vindictive classmate named Todd throws a lit firecracker into Ethan's house as a prank, which unintentionally results in a house fire. Bailey alerts Ethan, who goes to save his mother. Unable to get out of the door, they head out through his mother's bedroom window upstairs. Ethan first lowers her with her sheets to the neighbors below, then saves Bailey. However, he drops his rope and must jump, badly fracturing his leg and ending his athletic scholarship. Bailey attacks Todd, who is arrested by the police when firecrackers fall out of his pocket. Now, Ethan must go to an agricultural school where he will learn to take over his grandparents' farm. Falling into depression, Ethan breaks off his romance with Hannah before leaving for college, while Bailey stays with Ethan's grandparents. Sometime afterward, an aged Bailey is put to sleep at the veterinarian's office.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",190,1272,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
161,device,336.80,349.00,12.00,337.00,0,"TRUE","",1765213615974,1765213615986,1765213616323,"Question: is night of the hunter a film noir
                                        Context: The film was shot in black and white in the styles and motifs of German Expressionism (bizarre shadows, stylized dialogue, distorted perspectives, surrealistic sets, odd camera angles) to create a simplified and disturbing mood that reflects the sinister character of Powell, the nightmarish fears of the children, and the sweetness of their savior Rachel. Due to the film's visual style and themes, it is also often categorized as a film noir.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",99,736,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
162,device,331.60,343.00,11.00,332.00,0,"TRUE","",1765213616981,1765213616992,1765213617324,"Question: is ivory coast and cote d ivoire the same
                                        Context: Ivory Coast, also known as Côte d'Ivoire and officially as the Republic of Côte d'Ivoire, is a sovereign state located in West Africa. Ivory Coast's political capital is Yamoussoukro, and its economic capital and largest city is the port city of Abidjan. Its bordering countries are Guinea and Liberia in the west, Burkina Faso and Mali in the north, and Ghana in the east. The Gulf of Guinea (Atlantic Ocean) is located south of Ivory Coast.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",105,741,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
163,device,287.20,299.00,12.00,287.00,0,"TRUE","",1765213617987,1765213617999,1765213618286,"Question: can root 2 be written as a fraction
                                        Context: As a good rational approximation for the square root of two, with a reasonable small denominator, the fraction 99/70 (≈ 1.4142857) is sometimes used.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",52,442,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
164,device,412.80,424.00,11.00,413.00,0,"TRUE","",1765213618993,1765213619004,1765213619417,"Question: is thread seal tape and teflon tape the same
                                        Context: Thread seal tape (also known as PTFE tape or plumber's tape) is a polytetrafluoroethylene (PTFE) film tape commonly used in plumbing for sealing pipe threads. The tape is sold cut to specific widths and wound on a spool, making it easy to wind around pipe threads. It is also known by the genericized trademark Teflon tape; while Teflon is in fact identical to PTFE, Chemours (the trade-mark holders) consider this usage incorrect, especially as they no longer manufacture Teflon in tape form. Thread seal tape lubricates allowing for a deeper seating of the threads, and it helps prevent the threads from seizing when being unscrewed. The tape also works as a deformable filler and thread lubricant, helping to seal the joint without hardening or making it more difficult to tighten, and instead making it easier to tighten.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",166,1127,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
165,device,366.10,377.00,11.00,366.00,0,"FALSE","",1765213619994,1765213620005,1765213620371,"Question: is dragon fruit and pitaya the same thing
                                        Context: A pitaya (/pɪˈtaɪ.ə/) or pitahaya (/ˌpɪtəˈhaɪ.ə/) is the fruit of several different cactus species indigenous to the Americas. Pitaya usually refers to fruit of the genus Stenocereus, while pitahaya or dragon fruit refers to fruit of the genus Hylocereus, both in the Cactaceae family. The dragon fruit is cultivated in Southeast Asia, Florida, the Caribbean, Australia, and throughout tropical and subtropical world regions.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",91,724,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
