dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,route_strategy,pattern,device_model,cloud_model
97,device,5780.20,525999.00,520219.00,5780.00,1,"TRUE","True",1764839724260,1764840244479,1764840250259,"Question: can someone die from a bullet shot in the air
                                        Context: Bullets fired into the air usually fall back with terminal velocities much lower than their muzzle velocity when they leave the barrel of a firearm. Nevertheless, people can be injured, sometimes fatally, when bullets discharged into the air fall back down to the ground. Bullets fired at angles less than vertical are more dangerous as the bullet maintains its angular ballistic trajectory and is far less likely to engage in tumbling motion; it therefore travels at speeds much higher than a bullet in free fall.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",115,817,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
98,device,8861.30,533873.00,525012.00,8861.00,1,"TRUE","true",1764839725261,1764840250273,1764840259134,"Question: is salt lake city the biggest city in utah
                                        Context: Salt Lake City (often shortened to Salt Lake and abbreviated as SLC) is the capital and the most populous municipality of the U.S. state of Utah. With an estimated population of 190,884 in 2014, the city is the core of the Salt Lake City metropolitan area, which has a population of 1,153,340 (2014 estimate). Salt Lake City is further situated within a larger metropolis known as the Salt Lake City--Ogden--Provo Combined Statistical Area. This region is a corridor of contiguous urban and suburban development stretched along an approximately 120-mile (190 km) segment of the Wasatch Front, comprising a population of 2,423,912 as of 2014. It is one of only two major urban areas in the Great Basin (the other is Reno, Nevada).
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",151,1029,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
99,device,6140.70,539021.00,532880.00,6141.00,0,"FALSE","true",1764839726268,1764840259148,1764840265289,"Question: was chasing cars written for grey's anatomy
                                        Context: ``Chasing Cars'' is a song by Northern Irish alternative rock band Snow Patrol. It was released as the second single from their fourth studio album, Eyes Open (2006). It was recorded in 2005 and released on 6 June 2006 in the United States and 24 July 2006 in the United Kingdom. The song gained significant popularity in the US after being featured in the second season finale of the popular medical drama Grey's Anatomy, which aired on 15 May 2006.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",107,751,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
100,device,10592.30,548626.00,538033.00,10593.00,0,"FALSE","true",1764839727269,1764840265302,1764840275895,"Question: did the girl in the lost world die
                                        Context: On Isla Sorna, an island off the Pacific coast of Costa Rica, a young girl named Cathy Bowman wanders around during a family vacation, and survives an attack by a swarm of Compsognathus. Her parents file a lawsuit against the genetics company InGen, now headed by John Hammond's nephew, Peter Ludlow, who plans to use Isla Sorna to alleviate the financial losses imposed by the incident that occurred at Jurassic Park four years earlier. Mathematician Dr. Ian Malcolm meets Hammond at his mansion. Hammond explains that Isla Sorna, abandoned years earlier during a hurricane, is where InGen created their dinosaurs before moving them to Jurassic Park on Isla Nublar. Hammond hopes to stop InGen by sending a team to Isla Sorna to document the dinosaurs, thus causing public support against human interference on the island. Ian, who survived the Jurassic Park disaster, is reluctant. After learning that his girlfriend, paleontologist Dr. Sarah Harding, is part of the team and is already on Isla Sorna, Ian agrees to go to the island, but only to retrieve her.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",204,1353,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
101,device,8820.80,556463.00,547642.00,8821.00,1,"TRUE","true",1764839728270,1764840275912,1764840284733,"Question: can you have too much oxygen in your body
                                        Context: The result of breathing increased partial pressures of oxygen is hyperoxia, an excess of oxygen in body tissues. The body is affected in different ways depending on the type of exposure. Central nervous system toxicity is caused by short exposure to high partial pressures of oxygen at greater than atmospheric pressure. Pulmonary and ocular toxicity result from longer exposure to increased oxygen levels at normal pressure. Symptoms may include disorientation, breathing problems, and vision changes such as myopia. Prolonged exposure to above-normal oxygen partial pressures, or shorter exposures to very high partial pressures, can cause oxidative damage to cell membranes, collapse of the alveoli in the lungs, retinal detachment, and seizures. Oxygen toxicity is managed by reducing the exposure to increased oxygen levels. Studies show that, in the long term, a robust recovery from most types of oxygen toxicity is possible.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",170,1231,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
102,device,5899.90,561375.00,555475.00,5900.00,0,"FALSE","True",1764839729276,1764840284751,1764840290651,"Question: is northern ireland part of the great britain
                                        Context: The island is dominated by a maritime climate with quite narrow temperature differences between seasons. Politically, Great Britain is part of the United Kingdom of Great Britain and Northern Ireland, and constitutes most of its territory. Most of England, Scotland, and Wales are on the island. The term ``Great Britain'' is often used to include the whole of England, Scotland and Wales including their component adjoining islands; and is also occasionally but contentiously applied to the UK as a whole in some contexts.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",111,826,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
103,device,14324.60,574711.00,560386.00,14325.00,1,"TRUE","true",1764839730277,1764840290663,1764840304988,"Question: has tampa ever been hit by a hurricane
                                        Context: The storm brought strong winds to the Swan Islands, including hurricane-force winds on the main island. Heavy rains fell in Cuba, particularly in Pinar del Río Province, but only minor damage occurred. In Florida, storm surge and abnormally high tides caused damage along much of the state's west coast from Pasco County southward. Several neighborhoods and sections of Tampa were inundated, especially in Ballast Point, DeSoto Park, Edgewater Park, Hyde Park, Palmetto Beach, and other areas in the vicinity of Bayshore Boulevard. Strong winds also damaged hundreds of trees, signs, buildings, and homes. Four deaths occurred in Tampa, three from drownings and another after a man touched a live wire. The storm left two additional fatalities in St. Petersburg. A number of streets in Tarpon Springs were littered with masses of debris, with many structures and trees suffering extensive damage. Strong winds occurred as far east as the Atlantic coast of the state, though wind damage east of the Tampa Bay area was generally limited to downed trees and power lines, resulting in power outages, particularly in Orlando. Agriculture throughout the state experienced significant impact as well, including over $2 million (equivalent to $20 million in 2016) in damage and the loss of at least 800,000 boxes of citrus crops alone. Overall, the hurricane left at least eight deaths and about $10 million (equivalent to $110 million in 2016) in damage.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",259,1743,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
104,device,7876.00,581598.00,573722.00,7876.00,0,"FALSE","True",1764839731279,1764840305001,1764840312877,"Question: can anyone give last rites in an emergency
                                        Context: The Catholic Church sees the effects of the sacrament as follows: As the sacrament of Marriage gives grace for the married state, the sacrament of Anointing of the Sick gives grace for the state into which people enter through sickness. Through the sacrament a gift of the Holy Spirit is given, that renews confidence and faith in God and strengthens against temptations to discouragement, despair and anguish at the thought of death and the struggle of death; it prevents the believer from losing Christian hope in God's justice, truth and salvation. Because one of the effects of the sacrament is to absolve the recipient of any sins not previously absolved through the sacrament of penance, only an ordained priest or bishop may administer the sacrament.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",153,1057,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
105,device,12062.10,592668.00,580606.00,12062.00,1,"TRUE","True",1764839732288,1764840312894,1764840324956,"Question: was there a draft in the revolutionary war
                                        Context: Conscription in the United States, commonly known as the draft, has been employed by the federal government of the United States in five conflicts: the American Revolution, the American Civil War, World War I, World War II, and the Cold War (including both the Korean War and the Vietnam War). The third incarnation of the draft came into being in 1940 through the Selective Training and Service Act. It was the country's first peacetime draft. From 1940 until 1973, during both peacetime and periods of conflict, men were drafted to fill vacancies in the United States Armed Forces that could not be filled through voluntary means. The draft came to an end when the United States Armed Forces moved to an all-volunteer military force. However, the Selective Service System remains in place as a contingency plan; all male civilians between the ages of 18 and 25 are required to register so that a draft can be readily resumed if needed. United States Federal Law also provides for the compulsory conscription of men between the ages of 17 and 45 and certain women for militia service pursuant to Article I, Section 8 of the United States Constitution and 10 U.S. Code § 246.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",230,1475,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
106,device,4016.50,595698.00,591681.00,4017.00,1,"TRUE","True",1764839733289,1764840324970,1764840328987,"Question: can you wear your letterman after high school
                                        Context: While it is commonly done, removing one's letter from the letter jacket upon graduation is not firmly held as protocol. Many graduates keep the letter on the jacket after graduation as a symbol of accomplishment and school pride and commitment, especially with college lettermen.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",72,582,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
107,device,2954.90,597664.00,594709.00,2955.00,0,"FALSE","true",1764839734290,1764840328999,1764840331954,"Question: do you pay tax on gambling winnings in australia
                                        Context: Gamblers' winnings in Australia are not taxed . There are 3 main reasons for that:
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",44,388,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
108,device,7587.80,604263.00,596675.00,7588.00,0,"FALSE","true",1764839735293,1764840331968,1764840339556,"Question: will there be a new spartacus season 5
                                        Context: After the completion of the first season titled Spartacus: Blood and Sand, production for another season was delayed because lead actor Andy Whitfield was diagnosed with early-stage non-Hodgkin lymphoma so Starz produced a six-episode prequel mini-series entitled Spartacus: Gods of the Arena. When the actor's cancer recurred and he later died on September 11, 2011, Starz had actor Liam McIntyre take on the role of Spartacus in the second season titled Spartacus: Vengeance. On June 4, 2012, Starz announced the third and final season, titled Spartacus: War of the Damned.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",118,871,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
109,device,5250.80,608519.00,603268.00,5251.00,0,"FALSE","true",1764839736302,1764840339570,1764840344821,"Question: is scar alive in the lion king 2
                                        Context: Scar makes a brief cameo appearance in the film in Simba's nightmare. In the nightmare, Simba runs down the cliff where his father died, attempting to rescue him. Scar intervenes, however, and then turns into Kovu and throws Simba off the cliff. Scar makes another cameo appearance in a pool of water, as a reflection, after Kovu is exiled from Pride Rock.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",90,646,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
110,device,8936.10,616469.00,607532.00,8937.00,0,"FALSE","true",1764839737302,1764840344834,1764840353771,"Question: is the dog from little rascals still alive
                                        Context: Pete the Pup (original, 1924 -- June 1930; second Pete, September 9, 1929 -- January 28, 1946) was a character in Hal Roach's Our Gang comedies (later known as The Little Rascals) during the 1930s. Otherwise known as ``Pete, the Dog With the Ring Around His Eye'', or simply ``Petey'', he was well known for having a circled eye that was added on by Hollywood make-up artist Max Factor and credited as an oddity in Ripley's Believe It or Not. The original Pete (sired by ``Tudor's Black Jack'') was an APBT named ``Pal, the Wonder Dog'', and had a natural ring almost completely around his right eye; dye was used to finish it off.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",142,931,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
111,device,10272.10,625748.00,615476.00,10272.00,1,"TRUE","true",1764839738309,1764840353785,1764840364057,"Question: is journey 2 the mysterious island a sequel
                                        Context: Journey 2: The Mysterious Island is a 2012 American science fiction comedy adventure film directed by Brad Peyton and produced by Beau Flynn, Tripp Vinson and Charlotte Huggins. It is the sequel to Journey to the Center of the Earth (2008). Following the first film, the sequel is based on another Jules Verne novel, this time The Mysterious Island. The film stars Dwayne ``The Rock'' Johnson, Michael Caine, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán, and Kristin Davis. The story was written by Richard Outten, Brian Gunn and Mark Gunn, and the screenplay by Brian and Mark Gunn. Journey 2: The Mysterious Island was released in cinemas on February 10, 2012 by Warner Bros. Pictures, New Line Cinema and Walden Media to mixed reviews, but became a box office success with a worldwide gross of nearly $335 million, surpassing its predecessor. Journey 2: The Mysterious Island was released on DVD/Blu-ray on June 5, 2012.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",181,1225,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
112,device,7711.20,632473.00,624761.00,7712.00,1,"TRUE","True",1764839739310,1764840364071,1764840371783,"Question: can you cut the stock off a shotgun
                                        Context: The bank robber Clyde Barrow modified his Browning A-5 shotgun by cutting the barrel down to the same length as the magazine tube, and shortening the stock by 5 to 6 inches (125 to 150 mm) to make it more concealable. A small, 10--12-inch (250--300 mm) strap was attached to both ends of the butt of the gun, and was looped around his shoulder, concealing the gun between his arm and chest under his jacket in the manner of a shoulder holster. The gun was drawn up quickly and fired from the shoulder under which it was carried. Barrow dubbed it the ``Whippit'', as he was able to ``whip it'' out easily.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",140,897,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
113,device,5102.00,636586.00,631484.00,5102.00,0,"FALSE","True",1764839740313,1764840371797,1764840376899,"Question: is all of new zealand in the same time zone
                                        Context: Time in New Zealand, by law, is divided into two standard time zones. The main islands use New Zealand Standard Time (NZST), 12 hours in advance of Coordinated Universal Time (UTC) / military M (Mike), while the outlying Chatham Islands use Chatham Standard Time (CHAST), 12 hours 45 minutes in advance of UTC / military M^ (Mike-Three).
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",87,638,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
114,device,6637.90,642231.00,635593.00,6638.00,1,"TRUE","true",1764839741320,1764840376913,1764840383551,"Question: is powdered milk the same as milk powder
                                        Context: Powdered milk or dried milk is a manufactured dairy product made by evaporating milk to dryness. One purpose of drying milk is to preserve it; milk powder has a far longer shelf life than liquid milk and does not need to be refrigerated, due to its low moisture content. Another purpose is to reduce its bulk for economy of transportation. Powdered milk and dairy products include such items as dry whole milk, nonfat (skimmed) dry milk, dry buttermilk, dry whey products and dry dairy blends. Many dairy products exported conform to standards laid out in Codex Alimentarius. Many forms of milk powder are traded on exchanges.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",134,924,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
115,device,6463.10,647708.00,641244.00,6464.00,1,"TRUE","True",1764839742321,1764840383565,1764840390029,"Question: does the united states have a federal system of government
                                        Context: The Federal Government of the United States (U.S. Federal Government) is the national government of the United States, a federal republic in North America, composed of 50 states, one district--Washington, D.C., and several territories. The federal government is composed of three distinct branches: legislative, executive, and judicial, whose powers are vested by the U.S. Constitution in the Congress, the president, and the federal courts, respectively. The powers and duties of these branches are further defined by acts of Congress, including the creation of executive departments and courts inferior to the Supreme Court.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",122,942,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
116,device,6075.10,652790.00,646715.00,6075.00,1,"TRUE","True",1764839743328,1764840390043,1764840396118,"Question: is a father in law considered a relative
                                        Context: A parent-in-law is a person who has a legal affinity with another by being the parent of the other's spouse. Many cultures and legal systems impose duties and responsibilities on persons connected by this relationship. A person is a son-in-law or daughter-in-law to the parents of the spouse, who are in turn also the parents of those sisters-in-law and brothers-in-law (if any) who are siblings of the spouse (as opposed to spouses of siblings). Together the members of this family affinity group are called the in-laws.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",114,819,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
117,device,4508.90,656305.00,651796.00,4509.00,1,"TRUE","true",1764839744336,1764840396132,1764840400641,"Question: is david from love it or list it a real realtor
                                        Context: David Visentin (born 1965) is a Canadian actor and realtor. He is best known as one of the hosts of Love It or List It, with co-host Hilary Farr. The show is broadcast on HGTV and W Networks. He is a native citizen of Canada.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",76,530,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
118,device,8528.10,663803.00,655274.00,8529.00,1,"TRUE","true",1764839745381,1764840400655,1764840409184,"Question: have the capitals ever win the stanley cup
                                        Context: The Capitals were founded in 1974 as an expansion franchise, alongside the Kansas City Scouts. Since purchasing the team in 1999, Leonsis revitalized the franchise by drafting star players such as Alexander Ovechkin, Nicklas Backstrom, Mike Green and Braden Holtby. The 2009--10 Capitals won the franchise's first-ever Presidents' Trophy for being the team with the most points at the end of the regular season. They won it a second time in 2015--16, and did so for a third time the following season in 2016--17. In addition to eleven division titles and three Presidents' Trophies, the Capitals have reached the Stanley Cup Finals twice (in 1998 and 2018), winning in 2018.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",138,974,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
119,device,5387.00,668207.00,662820.00,5387.00,1,"FALSE","False",1764839746381,1764840409201,1764840414588,"Question: is the united states a part of the european union
                                        Context: Relations between the United States of America (US) and the European Union (EU) are the bilateral relations between that country and the supranational organization. The US and EU have been interacting for more than sixty years. US-EU relations officially started in 1953 when US ambassadors visited the European Coal and Steel Community (former EU). The two parties share a good relationship which is strengthened by cooperation on trade, military defense and shared values.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",103,781,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
120,device,8011.60,675230.00,667218.00,8012.00,0,"TRUE","false",1764839747383,1764840414601,1764840422613,"Question: is a title and registration the same thing
                                        Context: In the United Kingdom, there is not an equivalent of a vehicle title. Instead, there is a document known as the 'vehicle registration document', and is issued by the Driver and Vehicle Licensing Agency (DVLA). The current version has the reference number V5C. Prior to computerisation, the title document was the 'log book', and this term is sometimes still used to describe the V5C. The V5 document records who the Registered Keeper of the vehicle is; it does not establish legal ownership of the vehicle. These documents used to be blue on the front. However, they were changed to red in 2010/11 after approximately 2.2 million blank blue V5 documents were stolen, allowing thieves to clone stolen vehicles much more easily.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",149,1026,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
121,device,9990.10,684230.00,674240.00,9990.00,1,"TRUE","true",1764839748386,1764840422626,1764840432616,"Question: are st bernards and bernese mountain dogs related
                                        Context: The breed is strikingly similar to the English Mastiff, with which it shares a common ancestor known as the Alpine Mastiff. The modern St. Bernard breed is radically different than the original dogs kept at the St. Bernard hospice, most notably by being much larger in size and build. Since the late 1800s, the St. Bernard breed has been ever refined and improved using many different large Molosser breeds, including the Newfoundland, Great Pyrenees, Greater Swiss Mountain Dog, Bernese Mountain Dog, Great Dane, English Mastiff, and possibly the Tibetan Mastiff and Caucasian Ovcharka. Other breeds such as the Rottweiler, Boxer, and English Bulldog may have contributed to the St. Bernard's bloodline as well. It is suspected that many of these large breeds were used to redevelop each other to combat the threat of their extinction after World War II, which may explain why all of them played a part in the creation of the St. Bernard as seen today.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",187,1260,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
122,device,6873.20,690110.00,683237.00,6873.00,1,"TRUE","true",1764839749393,1764840432630,1764840439503,"Question: is there any train between india and pakistan
                                        Context: The Samjhauta Express (Hindi: समझौता एक्सप्रेस, Punjabi language: ਸਮਝੌਤਾ ਐਕਸਪ੍ਰੈਸ, Urdu: سمجھوتا اکسپريس‬‎ ) commonly called the Friend Express, is a twice-weekly train -- Wednesday and Sunday runs between Delhi and Attari in India and Lahore in Pakistan. The word Samjhauta means ``agreement'', ``accord'' and ``compromise'' in both Hindi and Urdu.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",79,652,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
123,device,6527.30,695646.00,689118.00,6528.00,1,"FALSE","False",1764839750398,1764840439516,1764840446044,"Question: are public limited companies in the private sector
                                        Context: A public limited company (legally abbreviated to plc) is a type of public company under the United Kingdom company law, some Commonwealth jurisdictions, and the Republic of Ireland. It is a limited liability company whose shares may be freely sold and traded to the public (although a plc may also be privately held, often by another plc), with a minimum share capital of £50,000 and usually with the letters PLC after its name. Similar companies in the United States are called publicly traded companies. Public limited companies will also have a separate legal identity.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",122,880,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
124,device,5671.80,700329.00,694657.00,5672.00,1,"FALSE","false",1764839751400,1764840446057,1764840451729,"Question: is health care free in the united states
                                        Context: In 2013, 64% of health spending was paid for by the government, and funded via programs such as Medicare, Medicaid, the Children's Health Insurance Program, and the Veterans Health Administration. People aged under 67 acquire insurance via their or a family member's employer, by purchasing health insurance on their own, or are uninsured. Health insurance for public sector employees is primarily provided by the government in its role as employer.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",98,747,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
125,device,6550.50,705891.00,699341.00,6550.00,1,"TRUE","True",1764839752401,1764840451742,1764840458292,"Question: were there any survivors in the pompeii eruption
                                        Context: Temples, houses, bridges, and roads were destroyed. It is believed that almost all buildings in the city of Pompeii were affected. In the days after the earthquake, anarchy ruled the city, where theft and starvation plagued the survivors. In the time between 62 and the eruption in 79, some rebuilding was done, but some of the damage had still not been repaired at the time of the eruption. Although it is unknown how many, a considerable number of inhabitants moved to other cities within the Roman Empire while others remained and rebuilt.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",120,848,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
126,device,5403.30,710307.00,704903.00,5404.00,1,"FALSE","false",1764839753402,1764840458305,1764840463709,"Question: can one travel faster than the speed of light
                                        Context: According to the current scientific theories, matter is required to travel at slower-than-light (also subluminal or STL) speed with respect to the locally distorted spacetime region. Apparent FTL is not excluded by general relativity; however, any apparent FTL physical plausibility is speculative. Examples of apparent FTL proposals are the Alcubierre drive and the traversable wormhole.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",84,691,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
127,device,3883.20,713197.00,709314.00,3883.00,0,"FALSE","true",1764839754408,1764840463722,1764840467605,"Question: is there going to be another golden compass movie
                                        Context: In 2011, Philip Pullman remarked at the British Humanist Association annual conference that due to the first film's disappointing sales in the United States, there would not be any sequels made.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",60,501,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
128,device,4521.30,716727.00,712206.00,4521.00,1,"FALSE","false",1764839755412,1764840467618,1764840472139,"Question: did ireland qualify for the 2018 world cup
                                        Context: The group winners, Serbia, qualified directly for the 2018 FIFA World Cup. The group runners-up, Republic of Ireland, advanced to the play-offs as one of the best 8 runners-up, where they lost to Denmark and thus failed to qualify.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",67,531,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
129,device,7187.20,722925.00,715737.00,7188.00,1,"TRUE","True",1764839756415,1764840472152,1764840479340,"Question: can you sell a gun privately in florida
                                        Context: As state law on waiting periods and background checks do not apply to sales by non-licensed sellers, the Florida Constitution, Art VIII Sec. 5(b), permits counties to enact ordinances that require a criminal history records check and a 3 to 5-day waiting period for non-licensed sellers when any part of a firearm sale is conducted on property to which the public has the ``right of access'', such as at a gun show conducted on public property. These local option ordinances may not be applied to holders of a concealed weapons license. Only Miami-Dade, Broward, Palm Beach, Hillsborough, and Volusia counties had enacted such ordinances.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",132,935,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
